name,category,count,codes
MSCIA50,0,50,"['000001', '000002', '000333', '000568', '000725', '000858', '002027', '002142', '002304', '002352', '002475', '002594', '002714', '002812', '300015', '300059', '300122', '300750', '300760', '600000', '600028', '600030', '600031', '600036', '600048', '600050', '600276', '600309', '600436', '600519', '600585', '600809', '600887', '600900', '601012', '601088', '601166', '601288', '601318', '601328', '601398', '601601', '601668', '601888', '601899', '601919', '601985', '603259', '603288', '603501']"
半导体50,0,50,"['001309', '002049', '002156', '002185', '002371', '002409', '300223', '300373', '300458', '300474', '300604', '300661', '300782', '301269', '301611', '600460', '600584', '600703', '603160', '603501', '603893', '603986', '688002', '688008', '688012', '688019', '688041', '688047', '688072', '688082', '688099', '688120', '688126', '688172', '688213', '688220', '688234', '688249', '688256', '688347', '688361', '688385', '688396', '688469', '688521', '688525', '688608', '688702', '688728', '688981']"
投资时钟,0,100,"['000002', '000060', '000069', '000338', '000423', '000425', '000428', '000524', '000538', '000568', '000581', '000625', '000630', '000651', '000652', '000688', '000721', '000729', '000858', '000878', '000888', '000895', '000898', '000937', '000951', '000970', '000978', '000983', '002033', '002059', '002103', '002155', '002159', '002186', '002304', '002385', '002416', '002558', '002646', '300043', '300144', '600016', '600036', '600048', '600054', '600066', '600104', '600108', '600111', '600123', '600138', '600150', '600188', '600197', '600199', '600250', '600258', '600276', '600332', '600348', '600362', '600395', '600415', '600489', '600519', '600546', '600547', '600559', '600583', '600593', '600600', '600640', '600660', '600690', '600694', '600741', '600754', '600809', '600887', '600971', '600997', '601001', '601007', '601088', '601101', '601168', '601600', '601666', '601699', '601766', '601808', '601857', '601888', '601898', '601899', '601933', '601958', '603136', '603199', '605098']"
双创50,0,50,"['300014', '300122', '300124', '300274', '300308', '300316', '300394', '300408', '300433', '300442', '300450', '300476', '300502', '300661', '300750', '300760', '300832', '301165', '301269', '301308', '301638', '301656', '302132', '688008', '688009', '688012', '688036', '688041', '688047', '688072', '688082', '688111', '688126', '688183', '688223', '688249', '688256', '688271', '688303', '688396', '688472', '688506', '688521', '688525', '688729', '688775', '688783', '688795', '688802', '688981']"
区块链50,0,50,"['000001', '000100', '000333', '000555', '000676', '000681', '000776', '000917', '000997', '002010', '002063', '002065', '002104', '002123', '002131', '002152', '002195', '002230', '002268', '002352', '002368', '002400', '002410', '002488', '002517', '002537', '002558', '002602', '002649', '002777', '300002', '300007', '300033', '300059', '300113', '300130', '300170', '300188', '300271', '300339', '300364', '300377', '300465', '300468', '300469', '300520', '300525', '300579', '300663', '300676']"
创新100,0,100,"['000157', '000661', '000733', '002008', '002028', '002049', '002179', '002230', '002236', '002294', '002371', '002410', '002414', '002415', '002422', '002463', '002472', '002517', '002558', '002594', '002595', '002602', '002624', '002625', '002653', '002690', '002709', '002773', '002920', '300002', '300003', '300033', '300124', '300316', '300394', '300408', '300418', '300450', '300454', '300567', '300604', '300628', '300661', '300750', '300751', '300760', '300763', '300803', '300832', '300866', '300896', '301200', '301269', '301377', '600031', '600196', '600276', '600372', '600378', '600406', '600570', '600588', '600885', '600933', '601100', '601360', '603025', '603160', '603337', '603444', '603501', '603659', '603893', '603986', '688002', '688008', '688009', '688012', '688019', '688041', '688072', '688082', '688099', '688111', '688120', '688187', '688188', '688208', '688256', '688271', '688336', '688375', '688385', '688475', '688506', '688525', '688561', '688578', '688615', '688777']"
农业50,0,49,"['000048', '000408', '000792', '000876', '000893', '000902', '000930', '000998', '002041', '002100', '002124', '002157', '002166', '002258', '002299', '002311', '002385', '002458', '002562', '002567', '002588', '002714', '002734', '300119', '300138', '300189', '300498', '300761', '301035', '301665', '600108', '600195', '600201', '600251', '600299', '600313', '600486', '600598', '600866', '600873', '600975', '601038', '601118', '601952', '603395', '603477', '603599', '603668', '605296']"
科创100,0,100,"['688001', '688002', '688005', '688006', '688017', '688018', '688019', '688029', '688032', '688037', '688052', '688063', '688068', '688088', '688097', '688100', '688102', '688114', '688116', '688123', '688141', '688146', '688147', '688153', '688166', '688167', '688172', '688180', '688192', '688195', '688198', '688200', '688205', '688208', '688234', '688235', '688248', '688266', '688278', '688279', '688281', '688295', '688301', '688313', '688318', '688322', '688326', '688327', '688331', '688332', '688333', '688336', '688343', '688349', '688352', '688363', '688382', '688385', '688387', '688390', '688400', '688409', '688411', '688425', '688432', '688433', '688449', '688475', '688484', '688502', '688516', '688519', '688520', '688523', '688536', '688548', '688549', '688561', '688563', '688567', '688582', '688584', '688612', '688615', '688627', '688629', '688630', '688660', '688676', '688692', '688708', '688709', '688726', '688766', '688772', '688778', '688779', '688789', '688798', '688819']"
科创200,0,200,"['688003', '688007', '688016', '688023', '688025', '688028', '688031', '688035', '688046', '688049', '688050', '688059', '688073', '688083', '688084', '688085', '688087', '688091', '688093', '688095', '688101', '688103', '688105', '688106', '688107', '688108', '688109', '688112', '688125', '688127', '688128', '688131', '688136', '688138', '688139', '688150', '688151', '688155', '688157', '688158', '688160', '688161', '688165', '688173', '688176', '688177', '688182', '688185', '688186', '688190', '688191', '688196', '688197', '688202', '688206', '688209', '688210', '688212', '688219', '688221', '688222', '688225', '688226', '688228', '688230', '688231', '688232', '688233', '688236', '688239', '688252', '688257', '688258', '688261', '688262', '688268', '688275', '688276', '688277', '688289', '688290', '688293', '688299', '688300', '688305', '688306', '688311', '688315', '688319', '688320', '688321', '688325', '688334', '688337', '688339', '688348', '688351', '688353', '688356', '688359', '688362', '688365', '688368', '688371', '688372', '688376', '688377', '688378', '688380', '688381', '688383', '688386', '688388', '688389', '688392', '688399', '688401', '688403', '688408', '688418', '688428', '688439', '688443', '688486', '688488', '688499', '688503', '688505', '688507', '688508', '688510', '688512', '688513', '688515', '688518', '688522', '688526', '688531', '688535', '688539', '688543', '688545', '688550', '688552', '688553', '688556', '688559', '688562', '688566', '688575', '688577', '688581', '688583', '688586', '688588', '688590', '688591', '688593', '688596', '688598', '688601', '688603', '688605', '688611', '688621', '688625', '688626', '688631', '688639', '688648', '688652', '688653', '688656', '688658', '688661', '688668', '688677', '688678', '688685', '688686', '688690', '688691', '688696', '688697', '688698', '688700', '688707', '688710', '688711', '688717', '688721', '688739', '688750', '688757', '688758', '688776', '688787', '688788', '688799', '688800']"
科创信息,0,50,"['688002', '688008', '688012', '688019', '688027', '688036', '688041', '688047', '688072', '688082', '688099', '688110', '688111', '688120', '688126', '688169', '688172', '688183', '688188', '688213', '688220', '688234', '688249', '688256', '688313', '688318', '688322', '688347', '688361', '688375', '688385', '688387', '688396', '688469', '688498', '688521', '688525', '688538', '688568', '688608', '688702', '688728', '688729', '688775', '688777', '688783', '688795', '688802', '688981', '689009']"
科创生物,0,50,"['688016', '688029', '688050', '688062', '688068', '688091', '688105', '688108', '688114', '688131', '688139', '688161', '688166', '688177', '688180', '688185', '688192', '688198', '688202', '688222', '688235', '688266', '688271', '688276', '688277', '688278', '688289', '688301', '688319', '688321', '688331', '688336', '688351', '688363', '688382', '688443', '688506', '688513', '688520', '688553', '688575', '688578', '688617', '688626', '688639', '688656', '688658', '688739', '688759', '688765']"
科创芯片,0,50,"['688002', '688008', '688012', '688018', '688019', '688037', '688041', '688047', '688052', '688072', '688082', '688099', '688110', '688120', '688123', '688126', '688141', '688146', '688172', '688200', '688213', '688220', '688234', '688249', '688256', '688279', '688313', '688347', '688361', '688385', '688396', '688409', '688449', '688484', '688498', '688521', '688525', '688536', '688582', '688608', '688702', '688709', '688728', '688729', '688766', '688783', '688795', '688798', '688802', '688981']"
科创高装,0,50,"['688001', '688003', '688009', '688012', '688017', '688025', '688059', '688097', '688125', '688128', '688147', '688151', '688160', '688165', '688169', '688187', '688188', '688208', '688239', '688248', '688297', '688305', '688306', '688333', '688375', '688392', '688400', '688425', '688433', '688499', '688510', '688516', '688518', '688523', '688543', '688556', '688559', '688577', '688583', '688586', '688596', '688605', '688630', '688685', '688686', '688698', '688700', '688776', '688789', '689009']"
科创材料,0,50,"['688005', '688019', '688035', '688059', '688065', '688093', '688102', '688106', '688116', '688122', '688126', '688146', '688157', '688186', '688190', '688210', '688219', '688231', '688233', '688234', '688257', '688268', '688275', '688281', '688295', '688300', '688308', '688353', '688359', '688371', '688386', '688388', '688432', '688503', '688519', '688535', '688548', '688550', '688563', '688585', '688598', '688603', '688625', '688690', '688707', '688708', '688750', '688778', '688779', '688783']"
科创成长,0,50,"['688045', '688059', '688063', '688070', '688095', '688108', '688115', '688127', '688155', '688182', '688183', '688197', '688221', '688256', '688257', '688266', '688275', '688293', '688297', '688302', '688308', '688309', '688313', '688321', '688331', '688336', '688353', '688368', '688378', '688379', '688382', '688388', '688416', '688428', '688498', '688503', '688519', '688525', '688530', '688535', '688536', '688610', '688627', '688630', '688678', '688765', '688766', '688779', '688787', '688795']"
科创国企,0,75,"['688009', '688012', '688015', '688027', '688037', '688055', '688107', '688119', '688120', '688122', '688126', '688128', '688146', '688151', '688165', '688172', '688187', '688190', '688203', '688232', '688247', '688248', '688249', '688269', '688276', '688285', '688295', '688297', '688323', '688334', '688347', '688352', '688375', '688385', '688387', '688396', '688425', '688439', '688456', '688459', '688475', '688485', '688505', '688509', '688538', '688543', '688545', '688548', '688549', '688552', '688562', '688563', '688568', '688569', '688570', '688571', '688579', '688586', '688589', '688629', '688631', '688648', '688652', '688660', '688663', '688702', '688707', '688709', '688710', '688722', '688729', '688750', '688778', '688779', '688981']"
环保50,0,50,"['000958', '001289', '002074', '002129', '002202', '002340', '002459', '002487', '002709', '002812', '002850', '003816', '300014', '300037', '300274', '300316', '300390', '300450', '300724', '300750', '300751', '300757', '300919', '301358', '600025', '600236', '600292', '600438', '600674', '600886', '600900', '600905', '600930', '600995', '601012', '601615', '601865', '601985', '603568', '603659', '603806', '605117', '688223', '688303', '688349', '688411', '688472', '688599', '688778', '920185']"
国信价值,0,100,"['000333', '000423', '000513', '000543', '000700', '000708', '000739', '000807', '000848', '000895', '000902', '000915', '000933', '000975', '000999', '002027', '002043', '002056', '002078', '002128', '002142', '002353', '002372', '002415', '002508', '002533', '002555', '002690', '002768', '002831', '002833', '002867', '002895', '300181', '300453', '300628', '300724', '300770', '300979', '600036', '600039', '600066', '600096', '600132', '600210', '600211', '600233', '600285', '600323', '600329', '600461', '600546', '600549', '600598', '600660', '600690', '600710', '600729', '600750', '600803', '600853', '600873', '600887', '600900', '600901', '600919', '600926', '600989', '601009', '601088', '601126', '601128', '601168', '601318', '601319', '601577', '601601', '601717', '601838', '601872', '601900', '601919', '601939', '601958', '603013', '603156', '603233', '603444', '603529', '603565', '603611', '603699', '603816', '603871', '603899', '603929', '603939', '603998', '605117', '605599']"
内地低碳,0,50,"['000958', '001289', '002074', '002129', '002202', '002340', '002459', '002487', '002709', '002812', '002850', '003816', '300014', '300037', '300274', '300316', '300390', '300450', '300724', '300750', '300751', '300757', '300919', '301358', '600025', '600236', '600292', '600438', '600674', '600886', '600900', '600905', '600930', '600995', '601012', '601615', '601865', '601985', '603568', '603659', '603806', '605117', '688223', '688303', '688349', '688411', '688472', '688599', '688778', '920185']"
内地绿电,0,50,"['000027', '000155', '000537', '000539', '000591', '000601', '000722', '000791', '000862', '000875', '000883', '000958', '000966', '000993', '001258', '002015', '002039', '002053', '002531', '002617', '003816', '600011', '600021', '600025', '600032', '600098', '600236', '600292', '600483', '600509', '600642', '600644', '600674', '600744', '600795', '600821', '600863', '600886', '600900', '600905', '600930', '600979', '600995', '601016', '601222', '601619', '601778', '601985', '601991', '603693']"
新兴成指,0,100,"['000657', '000938', '000999', '001309', '001389', '002028', '002080', '002093', '002222', '002281', '002353', '002371', '002378', '002414', '002463', '002475', '002487', '002558', '002602', '002603', '002653', '002709', '002850', '002916', '300014', '300033', '300059', '300124', '300130', '300308', '300394', '300408', '300438', '300450', '300476', '300496', '300502', '300548', '300604', '300750', '300803', '300953', '301165', '301200', '301308', '301358', '301377', '600025', '600111', '600176', '600183', '600309', '600323', '600549', '600601', '600941', '601100', '603256', '603259', '603296', '603444', '603699', '603799', '603893', '603986', '688002', '688008', '688012', '688019', '688041', '688072', '688111', '688120', '688127', '688169', '688183', '688188', '688200', '688213', '688256', '688266', '688271', '688278', '688301', '688313', '688336', '688363', '688411', '688498', '688519', '688525', '688578', '688615', '688617', '688629', '688630', '688692', '688766', '688778', '689009']"
国企改革,0,100,"['000002', '000066', '000338', '000425', '000528', '000538', '000625', '000661', '000708', '000725', '000768', '000776', '000786', '000831', '000858', '000938', '000977', '000988', '001979', '002049', '002080', '002129', '002142', '002152', '002179', '002202', '002230', '002371', '002415', '002916', '002920', '300413', '600009', '600011', '600025', '600030', '600036', '600038', '600048', '600050', '600081', '600085', '600104', '600111', '600118', '600150', '600161', '600176', '600183', '600188', '600309', '600372', '600406', '600420', '600426', '600436', '600482', '600547', '600562', '600584', '600585', '600600', '600642', '600674', '600741', '600760', '600795', '600845', '600862', '600875', '600886', '600893', '600900', '600905', '601059', '601066', '601088', '601117', '601166', '601186', '601211', '601225', '601600', '601658', '601668', '601669', '601688', '601800', '601808', '601857', '601881', '601888', '601899', '601985', '603019', '603369', '688012', '688122', '688126', '688396']"
数字经济,0,50,"['000063', '000066', '000938', '000977', '000988', '001309', '002049', '002156', '002179', '002185', '002230', '002236', '002241', '002281', '002371', '002384', '002409', '002414', '002415', '002463', '002465', '002555', '002558', '002602', '002916', '002920', '300033', '300059', '300124', '300223', '300251', '300308', '300316', '300339', '300394', '300408', '300413', '300418', '300442', '300454', '300502', '300604', '300628', '300661', '300782', '300803', '300857', '301165', '301269', '301308']"
长三角,0,40,"['002027', '002028', '002050', '002142', '002384', '002415', '002463', '002493', '002602', '300033', '300059', '300394', '300999', '600000', '600009', '600018', '600019', '600104', '600115', '600150', '600406', '600919', '600926', '600958', '601009', '601100', '601211', '601229', '601328', '601601', '601688', '601689', '601727', '601825', '603195', '603259', '603501', '688008', '688012', '688271']"
珠三角,0,40,"['000001', '000063', '000100', '000333', '000651', '000776', '001979', '002294', '002311', '002352', '002475', '002594', '002600', '002625', '002709', '002736', '002837', '002916', '002920', '002938', '003816', '300014', '300124', '300476', '300760', '300979', '301308', '600029', '600030', '600036', '600048', '600183', '600999', '601138', '601238', '601318', '603288', '605499', '688036', '688525']"
环渤海,0,40,"['000338', '000725', '002371', '300308', '600016', '600028', '600031', '600050', '600309', '600346', '600690', '600760', '600900', '600905', '601066', '601088', '601169', '601288', '601319', '601398', '601600', '601628', '601633', '601658', '601668', '601728', '601766', '601816', '601818', '601857', '601888', '601919', '601939', '601985', '601988', '601998', '603986', '688041', '688111', '688256']"
分析师指,0,99,"['000001', '000002', '000059', '000063', '000069', '000333', '000423', '000538', '000568', '000651', '000725', '000776', '000783', '000826', '000858', '000895', '000963', '000983', '001979', '002008', '002024', '002027', '002074', '002142', '002146', '002202', '002236', '002241', '002340', '002352', '002415', '002456', '002460', '002466', '002508', '300059', '300070', '300072', '600000', '600009', '600011', '600019', '600028', '600029', '600030', '600031', '600036', '600038', '600048', '600066', '600089', '600104', '600110', '600111', '600196', '600276', '600309', '600340', '600383', '600487', '600516', '600519', '600585', '600660', '600690', '600703', '600741', '600887', '600893', '600900', '600958', '601006', '601009', '601088', '601166', '601169', '601186', '601198', '601211', '601225', '601288', '601318', '601328', '601333', '601336', '601398', '601600', '601601', '601633', '601668', '601688', '601818', '601888', '601899', '601933', '601939', '601985', '601988', '603799']"
北证专精,0,50,"['920001', '920002', '920015', '920026', '920037', '920068', '920088', '920100', '920101', '920111', '920116', '920139', '920174', '920179', '920223', '920225', '920239', '920247', '920252', '920284', '920344', '920394', '920418', '920438', '920491', '920493', '920505', '920509', '920510', '920522', '920523', '920533', '920576', '920579', '920593', '920640', '920682', '920693', '920720', '920725', '920808', '920821', '920839', '920879', '920885', '920961', '920971', '920978', '920981', '920982']"
AI应用50,0,50,"['000032', '000997', '002065', '002152', '002230', '002261', '002368', '002373', '002410', '002439', '002517', '002558', '002624', '002920', '300002', '300033', '300058', '300229', '300251', '300253', '300339', '300364', '300413', '300418', '300458', '300459', '300496', '300638', '300674', '301236', '600446', '600570', '600588', '601360', '603171', '603486', '603893', '603927', '688018', '688088', '688111', '688169', '688208', '688318', '688322', '688327', '688343', '688475', '688608', '688615']"
